Date,Description,Amount,Category,Status
2024-10-27,Amazon,-55.46,Shopping,posted
2024-10-28,Chevron Gas,-32.65,Transportation,posted
2024-10-28,Kroger,-25.38,Groceries,posted
2024-10-29,Uber Eats,-41.26,Coffee & Dining,posted
2024-10-29,Shell Oil,-47.92,Transportation,posted
2024-10-30,Walmart,-34.96,Groceries,posted
2024-10-31,Walmart,-87.98,Groceries,posted
2024-11-01,Revonix Corp - Direct Deposit,2500.0,Income,posted
2024-11-01,Acme Properties,-1500.0,Rent,posted
2024-11-01,Starbucks,-7.59,Coffee & Dining,posted
2024-11-02,Chevron Gas,-59.94,Transportation,posted
2024-11-03,Uber Eats,-28.9,Coffee & Dining,posted
2024-11-04,McDonald's,-10.53,Coffee & Dining,posted
2024-11-05,Netflix,-15.49,Entertainment,posted
2024-11-06,Kroger,-116.53,Groceries,posted
2024-11-06,McDonald's,-11.69,Coffee & Dining,posted
2024-11-07,McDonald's,-14.25,Coffee & Dining,posted
2024-11-08,Starbucks,-5.36,Coffee & Dining,posted
2024-11-08,Chevron Gas,-43.08,Transportation,posted
2024-11-09,Target,-20.96,Shopping,posted
2024-11-09,Walmart,-22.52,Groceries,posted
2024-11-10,Spotify Premium,-10.99,Entertainment,posted
2024-11-11,Starbucks,-6.0,Coffee & Dining,posted
2024-11-12,Shell Oil,-45.01,Transportation,posted
2024-11-14,Shell Oil,-67.87,Transportation,posted
2024-11-15,Revonix Corp - Direct Deposit,2500.0,Income,posted
2024-11-15,GitHub Copilot,-10.0,Developer Tools,posted
2024-11-15,Starbucks,-5.74,Coffee & Dining,posted
2024-11-15,Starbucks,-8.05,Coffee & Dining,posted
2024-11-15,Chevron Gas,-35.31,Transportation,posted
2024-11-16,Amazon,-45.24,Shopping,posted
2024-11-17,Chevron Gas,-39.8,Transportation,posted
2024-11-17,Starbucks,-5.75,Coffee & Dining,posted
2024-11-18,Adobe Creative Cloud,-54.99,Software,posted
2024-11-18,Kroger,-51.43,Groceries,posted
2024-11-18,Chevron Gas,-53.39,Transportation,posted
2024-11-19,Shell Oil,-37.58,Transportation,posted
2024-11-19,Kroger,-54.02,Groceries,posted
2024-11-20,Power & Light Corp,-86.11,Utilities,posted
2024-11-20,City Water District,-33.53,Utilities,posted
2024-11-20,Global Telecom (Cell),-75.0,Utilities,posted
2024-11-20,Uber Eats,-51.45,Coffee & Dining,posted
2024-11-21,Uber Eats,-43.17,Coffee & Dining,posted
2024-11-21,Uber Eats,-57.59,Coffee & Dining,posted
2024-11-22,Kroger,-49.75,Groceries,posted
2024-11-22,Target,-30.27,Shopping,posted
2024-11-22,Chevron Gas,-38.32,Transportation,posted
2024-11-23,Chevron Gas,-36.33,Transportation,posted
2024-11-23,Starbucks,-8.6,Coffee & Dining,posted
2024-11-23,Amazon,-24.06,Shopping,posted
2024-11-24,Uber Eats,-58.03,Coffee & Dining,posted
2024-11-25,Gold's Gym,-45.0,Health & Fitness,posted
2024-11-25,Starbucks,-7.28,Coffee & Dining,posted
2024-11-26,Amazon,-103.53,Shopping,posted
2024-11-27,Starbucks,-8.36,Coffee & Dining,posted
2024-11-27,McDonald's,-13.63,Coffee & Dining,posted
2024-11-28,Target,-32.64,Shopping,posted
2024-11-29,Starbucks,-4.36,Coffee & Dining,posted
2024-11-29,Walmart,-105.14,Groceries,posted
2024-11-30,Uber Eats,-29.02,Coffee & Dining,posted
2024-11-30,Uber Eats,-48.98,Coffee & Dining,posted
2024-12-01,Revonix Corp - Direct Deposit,2500.0,Income,posted
2024-12-01,Acme Properties,-1500.0,Rent,posted
2024-12-02,Starbucks,-7.89,Coffee & Dining,posted
2024-12-02,Uber Eats,-37.74,Coffee & Dining,posted
2024-12-04,Kroger,-80.04,Groceries,posted
2024-12-04,Kroger,-27.53,Groceries,posted
2024-12-05,Netflix,-15.49,Entertainment,posted
2024-12-05,Uber Eats,-40.94,Coffee & Dining,posted
2024-12-05,Amazon,-118.05,Shopping,posted
2024-12-06,Walmart,-147.64,Groceries,posted
2024-12-06,Uber Eats,-46.03,Coffee & Dining,posted
2024-12-07,Target,-44.15,Shopping,posted
2024-12-07,Uber Eats,-35.88,Coffee & Dining,posted
2024-12-08,Chevron Gas,-46.2,Transportation,posted
2024-12-10,Spotify Premium,-10.99,Entertainment,posted
2024-12-10,Walmart,-110.43,Groceries,posted
2024-12-11,Chevron Gas,-45.2,Transportation,posted
2024-12-12,Uber Eats,-55.77,Coffee & Dining,posted
2024-12-13,Uber Eats,-37.61,Coffee & Dining,posted
2024-12-14,Shell Oil,-38.78,Transportation,posted
2024-12-14,Kroger,-58.42,Groceries,posted
2024-12-14,Walmart,-134.83,Groceries,posted
2024-12-15,Revonix Corp - Direct Deposit,2500.0,Income,posted
2024-12-15,GitHub Copilot,-10.0,Developer Tools,posted
2024-12-15,Chevron Gas,-52.65,Transportation,posted
2024-12-18,Adobe Creative Cloud,-54.99,Software,posted
2024-12-19,McDonald's,-8.64,Coffee & Dining,posted
2024-12-20,Power & Light Corp,-132.77,Utilities,posted
2024-12-20,City Water District,-42.81,Utilities,posted
2024-12-20,Global Telecom (Cell),-75.0,Utilities,posted
2024-12-20,Walmart,-43.94,Groceries,posted
2024-12-20,Starbucks,-7.87,Coffee & Dining,posted
2024-12-20,Shell Oil,-47.7,Transportation,posted
2024-12-21,Uber Eats,-32.49,Coffee & Dining,posted
2024-12-21,Walmart,-110.05,Groceries,posted
2024-12-21,Uber Eats,-28.88,Coffee & Dining,posted

2024-12-23,Shell Oil,-59.66,Transportation,posted
2024-12-24,Shell Oil,-45.99,Transportation,posted
2024-12-25,Gold's Gym,-45.0,Health & Fitness,posted
2024-12-26,Walmart,-119.21,Groceries,posted
2024-12-26,Walmart,-134.89,Groceries,posted
2024-12-27,Uber Eats,-37.61,Coffee & Dining,posted
2024-12-28,Target,-17.38,Shopping,posted
2024-12-29,McDonald's,-9.23,Coffee & Dining,posted
2024-12-29,Amazon,-75.01,Shopping,posted
2024-12-31,Kroger,-88.86,Groceries,posted
2025-01-01,Revonix Corp - Direct Deposit,2500.0,Income,posted
2025-01-01,Acme Properties,-1500.0,Rent,posted
2025-01-01,Chevron Gas,-42.81,Transportation,posted
2025-01-02,McDonald's,-14.53,Coffee & Dining,posted
2025-01-02,McDonald's,-14.47,Coffee & Dining,posted
2025-01-03,Chevron Gas,-50.98,Transportation,posted
2025-01-04,Shell Oil,-62.88,Transportation,posted
2025-01-04,Kroger,-103.31,Groceries,posted
2025-01-04,Target,-22.9,Shopping,posted
2025-01-05,Netflix,-15.49,Entertainment,posted
2025-01-07,Uber Eats,-59.03,Coffee & Dining,posted
2025-01-10,Spotify Premium,-10.99,Entertainment,posted
2025-01-10,McDonald's,-8.03,Coffee & Dining,posted
2025-01-11,Uber Eats,-27.01,Coffee & Dining,posted
2025-01-11,McDonald's,-14.38,Coffee & Dining,posted
2025-01-11,Walmart,-104.74,Groceries,posted
2025-01-12,Target,-54.4,Shopping,posted
2025-01-12,Amazon,-121.46,Shopping,posted
2025-01-13,Target,-38.51,Shopping,posted
2025-01-14,Amazon,-198.26,Shopping,posted
2025-01-15,Revonix Corp - Direct Deposit,2500.0,Income,posted
2025-01-15,GitHub Copilot,-10.0,Developer Tools,posted
2025-01-15,Uber Eats,-32.53,Coffee & Dining,posted
2025-01-17,Walmart,-71.96,Groceries,posted
2025-01-18,Adobe Creative Cloud,-54.99,Software,posted
2025-01-18,Shell Oil,-55.63,Transportation,posted
2025-01-18,Starbucks,-5.33,Coffee & Dining,posted
2025-01-18,McDonald's,-14.26,Coffee & Dining,posted
2025-01-20,Power & Light Corp,-137.6,Utilities,posted
2025-01-20,City Water District,-34.87,Utilities,posted
2025-01-20,Global Telecom (Cell),-75.0,Utilities,posted
2025-01-20,Uber Eats,-29.32,Coffee & Dining,posted
2025-01-20,Chevron Gas,-46.91,Transportation,posted
2025-01-21,Starbucks,-6.25,Coffee & Dining,posted
2025-01-21,Target,-18.16,Shopping,posted
2025-01-22,Walmart,-91.14,Groceries,posted
2025-01-22,McDonald's,-10.24,Coffee & Dining,posted
2025-01-24,Walmart,-134.99,Groceries,posted
2025-01-24,Shell Oil,-67.03,Transportation,posted
2025-01-25,Gold's Gym,-45.0,Health & Fitness,posted
2025-01-25,Walmart,-69.05,Groceries,posted
2025-01-25,Target,-31.38,Shopping,posted
2025-01-27,Starbucks,-7.13,Coffee & Dining,posted
2025-01-28,Kroger,-19.13,Groceries,posted
2025-01-28,Shell Oil,-65.67,Transportation,posted
2025-01-29,McDonald's,-8.29,Coffee & Dining,posted
2025-01-29,Target,-56.61,Shopping,posted
2025-01-30,Starbucks,-8.64,Coffee & Dining,posted
2025-01-30,Kroger,-32.25,Groceries,posted
2025-01-31,McDonald's,-9.09,Coffee & Dining,posted
2025-01-31,McDonald's,-10.18,Coffee & Dining,posted
2025-01-31,Uber Eats,-28.72,Coffee & Dining,posted
2025-02-01,Revonix Corp - Direct Deposit,2500.0,Income,posted
2025-02-01,Acme Properties,-1500.0,Rent,posted
2025-02-01,Kroger,-73.43,Groceries,posted
2025-02-03,Amazon,-108.5,Shopping,posted
2025-02-04,McDonald's,-9.29,Coffee & Dining,posted
2025-02-04,Shell Oil,-68.43,Transportation,posted
2025-02-05,Netflix,-15.49,Entertainment,posted
2025-02-06,Shell Oil,-52.8,Transportation,posted
2025-02-07,Amazon,-27.22,Shopping,posted
2025-02-07,Uber Eats,-34.99,Coffee & Dining,posted
2025-02-08,Uber Eats,-30.41,Coffee & Dining,posted
2025-02-08,McDonald's,-9.01,Coffee & Dining,posted
2025-02-10,Spotify Premium,-10.99,Entertainment,posted
2025-02-10,Walmart,-141.82,Groceries,posted
2025-02-10,Chevron Gas,-36.1,Transportation,posted
2025-02-12,Shell Oil,-40.5,Transportation,posted
2025-02-12,Chevron Gas,-47.54,Transportation,posted
2025-02-13,Uber Eats,-50.03,Coffee & Dining,posted
2025-02-14,Shell Oil,-44.51,Transportation,posted
2025-02-14,Amazon,-30.07,Shopping,posted
2025-02-15,Revonix Corp - Direct Deposit,2500.0,Income,posted
2025-02-15,GitHub Copilot,-10.0,Developer Tools,posted
2025-02-15,Chevron Gas,-37.97,Transportation,posted
2025-02-15,Walmart,-143.06,Groceries,posted
2025-02-15,Kroger,-36.36,Groceries,posted
2025-02-17,Target,-37.28,Shopping,posted
2025-02-17,McDonald's,-9.29,Coffee & Dining,posted
2025-02-18,Adobe Creative Cloud,-54.99,Software,posted
2025-02-18,Shell Oil,-65.53,Transportation,posted
2025-02-19,Shell Oil,-37.73,Transportation,posted
2025-02-20,Power & Light Corp,-96.63,Utilities,posted
2025-02-20,City Water District,-40.09,Utilities,posted
2025-02-20,Global Telecom (Cell),-75.0,Utilities,posted
2025-02-20,Kroger,-59.94,Groceries,posted
2025-02-21,McDonald's,-14.09,Coffee & Dining,posted
2025-02-22,Shell Oil,-50.97,Transportation,posted
2025-02-22,Shell Oil,-45.68,Transportation,posted
2025-02-22,Walmart,-99.83,Groceries,posted
2025-02-23,Shell Oil,-55.36,Transportation,posted
2025-02-23,Chevron Gas,-42.02,Transportation,posted
2025-02-24,Amazon,-164.46,Shopping,posted
2025-02-25,Gold's Gym,-45.0,Health & Fitness,posted
2025-02-26,Target,-94.11,Shopping,posted
2025-02-27,Target,-64.65,Shopping,posted
2025-02-27,Amazon,-65.65,Shopping,posted
2025-02-28,McDonald's,-14.16,Coffee & Dining,posted
2025-02-28,Target,-17.64,Shopping,posted
2025-03-01,Revonix Corp - Direct Deposit,2500.0,Income,posted
2025-03-01,Acme Properties,-1500.0,Rent,posted
2025-03-01,Kroger,-18.33,Groceries,posted
2025-03-01,McDonald's,-9.63,Coffee & Dining,posted
2025-03-02,Kroger,-81.42,Groceries,posted
2025-03-02,Kroger,-62.61,Groceries,posted
2025-03-03,Shell Oil,-58.36,Transportation,posted
2025-03-04,Uber Eats,-37.84,Coffee & Dining,posted
2025-03-05,Netflix,-15.49,Entertainment,posted
2025-03-07,Uber Eats,-54.68,Coffee & Dining,posted
2025-03-07,Target,-43.67,Shopping,posted

2025-03-08,McDonald's,-9.58,Coffee & Dining,posted
2025-03-08,Kroger,-45.59,Groceries,posted
2025-03-08,Amazon,-87.4,Shopping,posted
2025-03-09,Amazon,-172.73,Shopping,posted
2025-03-09,Target,-48.71,Shopping,posted
2025-03-10,Spotify Premium,-10.99,Entertainment,posted
2025-03-10,Walmart,-61.94,Groceries,posted
2025-03-11,McDonald's,-10.69,Coffee & Dining,posted
2025-03-12,Target,-77.93,Shopping,posted
2025-03-12,Uber Eats,-30.91,Coffee & Dining,posted
2025-03-14,Walmart,-43.74,Groceries,posted
2025-03-15,Revonix Corp - Direct Deposit,2500.0,Income,posted
2025-03-15,GitHub Copilot,-10.0,Developer Tools,posted
2025-03-15,Starbucks,-5.2,Coffee & Dining,posted
2025-03-15,Chevron Gas,-64.96,Transportation,posted
2025-03-15,Starbucks,-7.04,Coffee & Dining,posted
2025-03-18,Adobe Creative Cloud,-54.99,Software,posted
2025-03-19,Kroger,-37.18,Groceries,posted
2025-03-20,Power & Light Corp,-126.45,Utilities,posted
2025-03-20,City Water District,-33.5,Utilities,posted
2025-03-20,Global Telecom (Cell),-75.0,Utilities,posted
2025-03-20,Target,-78.66,Shopping,posted
2025-03-21,Target,-64.48,Shopping,posted
2025-03-22,Shell Oil,-52.51,Transportation,posted
2025-03-25,Gold's Gym,-45.0,Health & Fitness,posted
2025-03-25,Shell Oil,-65.38,Transportation,posted
2025-03-26,Kroger,-100.66,Groceries,posted
2025-03-27,Chevron Gas,-36.79,Transportation,posted
2025-03-27,Kroger,-90.26,Groceries,posted
2025-03-28,Kroger,-19.19,Groceries,posted
2025-03-29,Kroger,-47.36,Groceries,posted
2025-03-31,Walmart,-88.35,Groceries,posted
2025-03-31,Amazon,-34.91,Shopping,posted
2025-04-01,Revonix Corp - Direct Deposit,2500.0,Income,posted
2025-04-01,Acme Properties,-1500.0,Rent,posted
2025-04-01,Shell Oil,-47.87,Transportation,posted
2025-04-01,McDonald's,-12.51,Coffee & Dining,posted
2025-04-02,Chevron Gas,-34.25,Transportation,posted
2025-04-02,Uber Eats,-49.28,Coffee & Dining,posted
2025-04-04,Starbucks,-4.86,Coffee & Dining,posted
2025-04-05,Netflix,-15.49,Entertainment,posted
2025-04-05,Uber Eats,-47.2,Coffee & Dining,posted
2025-04-05,McDonald's,-8.32,Coffee & Dining,posted
2025-04-05,Starbucks,-3.83,Coffee & Dining,posted
2025-04-06,Kroger,-104.16,Groceries,posted
2025-04-06,McDonald's,-11.0,Coffee & Dining,posted
2025-04-08,Shell Oil,-59.44,Transportation,posted
2025-04-08,Target,-79.93,Shopping,posted
2025-04-09,Kroger,-111.98,Groceries,posted
2025-04-10,Spotify Premium,-10.99,Entertainment,posted
2025-04-10,McDonald's,-10.52,Coffee & Dining,posted
2025-04-11,Uber Eats,-52.16,Coffee & Dining,posted
2025-04-12,Uber Eats,-56.38,Coffee & Dining,posted
2025-04-13,Chevron Gas,-36.0,Transportation,posted
2025-04-13,Chevron Gas,-53.69,Transportation,posted
2025-04-14,Uber Eats,-27.56,Coffee & Dining,posted
2025-04-15,Revonix Corp - Direct Deposit,2500.0,Income,posted
2025-04-15,GitHub Copilot,-10.0,Developer Tools,posted
2025-04-15,Target,-88.9,Shopping,posted
2025-04-16,Amazon,-60.02,Shopping,posted
2025-04-17,Starbucks,-8.58,Coffee & Dining,posted
2025-04-17,Uber Eats,-49.84,Coffee & Dining,posted
2025-04-18,Adobe Creative Cloud,-54.99,Software,posted
2025-04-18,Amazon,-52.86,Shopping,posted
2025-04-18,Starbucks,-4.48,Coffee & Dining,posted
2025-04-18,Amazon,-122.22,Shopping,posted
2025-04-19,Chevron Gas,-63.91,Transportation,posted
2025-04-19,Kroger,-57.8,Groceries,posted
2025-04-20,Power & Light Corp,-139.9,Utilities,posted
2025-04-20,City Water District,-33.21,Utilities,posted
2025-04-20,Global Telecom (Cell),-75.0,Utilities,posted
2025-04-22,Shell Oil,-43.73,Transportation,posted
2025-04-22,Target,-40.97,Shopping,posted
2025-04-23,Amazon,-12.76,Shopping,posted
2025-04-25,Gold's Gym,-45.0,Health & Fitness,posted
2025-04-25,Starbucks,-6.97,Coffee & Dining,posted
2025-04-25,Target,-74.48,Shopping,posted
2025-04-25,McDonald's,-13.54,Coffee & Dining,posted
2025-04-26,McDonald's,-9.03,Coffee & Dining,posted
2025-04-26,Starbucks,-8.05,Coffee & Dining,posted
2025-04-26,Amazon,-10.71,Shopping,posted
2025-04-27,Shell Oil,-59.26,Transportation,posted
2025-04-28,Shell Oil,-53.86,Transportation,posted
2025-04-30,Chevron Gas,-64.24,Transportation,posted
2025-05-01,Revonix Corp - Direct Deposit,2500.0,Income,posted
2025-05-01,Acme Properties,-1500.0,Rent,posted
2025-05-01,McDonald's,-9.99,Coffee & Dining,posted
2025-05-01,Uber Eats,-53.81,Coffee & Dining,posted
2025-05-02,Target,-34.28,Shopping,posted
2025-05-02,Walmart,-31.41,Groceries,posted
2025-05-02,Kroger,-101.81,Groceries,posted
2025-05-03,Chevron Gas,-41.15,Transportation,posted
2025-05-04,McDonald's,-11.63,Coffee & Dining,posted
2025-05-04,Kroger,-53.07,Groceries,posted
2025-05-05,Netflix,-15.49,Entertainment,posted
2025-05-05,Shell Oil,-39.63,Transportation,posted
2025-05-05,Chevron Gas,-35.87,Transportation,posted
2025-05-06,Chevron Gas,-55.99,Transportation,posted
2025-05-07,Target,-94.01,Shopping,posted
2025-05-08,Uber Eats,-56.18,Coffee & Dining,posted
2025-05-09,Amazon,-131.52,Shopping,posted
2025-05-09,McDonald's,-11.1,Coffee & Dining,posted
2025-05-09,Chevron Gas,-41.73,Transportation,posted
2025-05-10,Spotify Premium,-10.99,Entertainment,posted
2025-05-10,Target,-57.45,Shopping,posted
2025-05-11,Starbucks,-7.58,Coffee & Dining,posted
2025-05-13,Walmart,-110.55,Groceries,posted
2025-05-14,Shell Oil,-56.29,Transportation,posted
2025-05-15,Revonix Corp - Direct Deposit,2500.0,Income,posted
2025-05-15,GitHub Copilot,-10.0,Developer Tools,posted
2025-05-15,Shell Oil,-65.1,Transportation,posted
2025-05-16,Kroger,-35.34,Groceries,posted
2025-05-16,Shell Oil,-56.52,Transportation,posted
2025-05-17,Kroger,-86.52,Groceries,posted
2025-05-18,Adobe Creative Cloud,-54.99,Software,posted
2025-05-18,Walmart,-65.98,Groceries,posted
2025-05-19,Chevron Gas,-61.32,Transportation,posted
2025-05-20,Power & Light Corp,-132.72,Utilities,posted
2025-05-20,City Water District,-46.98,Utilities,posted
2025-05-20,Global Telecom (Cell),-75.0,Utilities,posted

2025-05-20,Kroger,-91.92,Groceries,posted
2025-05-21,Target,-93.5,Shopping,posted
2025-05-21,Amazon,-191.45,Shopping,posted
2025-05-22,Uber Eats,-53.69,Coffee & Dining,posted
2025-05-23,Starbucks,-4.88,Coffee & Dining,posted
2025-05-23,Shell Oil,-52.58,Transportation,posted
2025-05-23,Shell Oil,-54.85,Transportation,posted
2025-05-24,Amazon,-178.76,Shopping,posted
2025-05-24,Kroger,-73.97,Groceries,posted
2025-05-24,Uber Eats,-49.24,Coffee & Dining,posted
2025-05-25,Gold's Gym,-45.0,Health & Fitness,posted
2025-05-25,McDonald's,-9.48,Coffee & Dining,posted
2025-05-27,Uber Eats,-34.88,Coffee & Dining,posted
2025-05-27,Amazon,-114.46,Shopping,posted
2025-05-28,Walmart,-41.1,Groceries,posted
2025-05-28,Kroger,-96.78,Groceries,posted
2025-05-29,Kroger,-25.11,Groceries,posted
2025-05-30,Uber Eats,-50.19,Coffee & Dining,posted
2025-05-30,Starbucks,-7.86,Coffee & Dining,posted
2025-05-31,Chevron Gas,-48.74,Transportation,posted
2025-05-31,Chevron Gas,-62.66,Transportation,posted
2025-05-31,Shell Oil,-39.92,Transportation,posted
2025-06-01,Revonix Corp - Direct Deposit,2500.0,Income,posted
2025-06-01,Acme Properties,-1500.0,Rent,posted
2025-06-01,Chevron Gas,-47.73,Transportation,posted
2025-06-01,Target,-72.38,Shopping,posted
2025-06-02,Starbucks,-6.34,Coffee & Dining,posted
2025-06-03,Kroger,-70.93,Groceries,posted
2025-06-04,Kroger,-96.3,Groceries,posted
2025-06-05,Netflix,-15.49,Entertainment,posted
2025-06-05,Walmart,-80.75,Groceries,posted
2025-06-05,Shell Oil,-56.8,Transportation,posted
2025-06-06,Kroger,-51.73,Groceries,posted
2025-06-07,Shell Oil,-66.44,Transportation,posted
2025-06-07,Kroger,-98.7,Groceries,posted
2025-06-07,Target,-77.89,Shopping,posted
2025-06-08,Walmart,-110.43,Groceries,posted
2025-06-10,Spotify Premium,-10.99,Entertainment,posted
2025-06-10,Uber Eats,-28.32,Coffee & Dining,posted
2025-06-11,Amazon,-76.51,Shopping,posted
2025-06-12,McDonald's,-9.8,Coffee & Dining,posted
2025-06-12,Shell Oil,-54.5,Transportation,posted
2025-06-13,McDonald's,-14.52,Coffee & Dining,posted
2025-06-13,McDonald's,-9.44,Coffee & Dining,posted
2025-06-14,Amazon,-71.93,Shopping,posted
2025-06-14,McDonald's,-10.74,Coffee & Dining,posted
2025-06-14,Shell Oil,-63.1,Transportation,posted
2025-06-15,Revonix Corp - Direct Deposit,2500.0,Income,posted
2025-06-15,GitHub Copilot,-10.0,Developer Tools,posted
2025-06-16,Walmart,-67.02,Groceries,posted
2025-06-17,McDonald's,-11.65,Coffee & Dining,posted
2025-06-18,Adobe Creative Cloud,-54.99,Software,posted
2025-06-19,McDonald's,-11.39,Coffee & Dining,posted
2025-06-20,Power & Light Corp,-88.54,Utilities,posted
2025-06-20,City Water District,-31.73,Utilities,posted
2025-06-20,Global Telecom (Cell),-75.0,Utilities,posted
2025-06-20,McDonald's,-13.56,Coffee & Dining,posted
2025-06-20,Target,-36.73,Shopping,posted
2025-06-20,Walmart,-55.97,Groceries,posted
2025-06-21,Amazon,-55.29,Shopping,posted
2025-06-21,McDonald's,-10.54,Coffee & Dining,posted
2025-06-24,Walmart,-70.46,Groceries,posted
2025-06-25,Gold's Gym,-45.0,Health & Fitness,posted
2025-06-26,Starbucks,-8.96,Coffee & Dining,posted
2025-06-26,Shell Oil,-57.22,Transportation,posted
2025-06-27,Kroger,-31.51,Groceries,posted
2025-06-28,Starbucks,-6.06,Coffee & Dining,posted
2025-06-28,Chevron Gas,-56.92,Transportation,posted
2025-06-28,Chevron Gas,-35.86,Transportation,posted
2025-06-29,Kroger,-109.68,Groceries,posted
2025-06-29,Walmart,-100.86,Groceries,posted
2025-06-30,Kroger,-78.74,Groceries,posted
2025-06-30,Kroger,-64.48,Groceries,posted
2025-07-01,Revonix Corp - Direct Deposit,2500.0,Income,posted
2025-07-01,Acme Properties,-1500.0,Rent,posted
2025-07-01,Chevron Gas,-63.29,Transportation,posted
2025-07-01,McDonald's,-8.81,Coffee & Dining,posted
2025-07-03,Walmart,-97.31,Groceries,posted
2025-07-04,Walmart,-119.16,Groceries,posted
2025-07-05,Netflix,-15.49,Entertainment,posted
2025-07-05,McDonald's,-14.64,Coffee & Dining,posted
2025-07-05,Chevron Gas,-49.42,Transportation,posted
2025-07-06,Amazon,-66.25,Shopping,posted
2025-07-09,Uber Eats,-37.64,Coffee & Dining,posted
2025-07-10,Spotify Premium,-10.99,Entertainment,posted
2025-07-10,Starbucks,-5.82,Coffee & Dining,posted
2025-07-11,Starbucks,-5.66,Coffee & Dining,posted
2025-07-11,Starbucks,-5.99,Coffee & Dining,posted
2025-07-11,Starbucks,-4.02,Coffee & Dining,posted
2025-07-12,Uber Eats,-31.69,Coffee & Dining,posted
2025-07-13,Walmart,-125.93,Groceries,posted
2025-07-13,McDonald's,-10.81,Coffee & Dining,posted
2025-07-15,Revonix Corp - Direct Deposit,2500.0,Income,posted
2025-07-15,GitHub Copilot,-10.0,Developer Tools,posted
2025-07-15,Uber Eats,-42.92,Coffee & Dining,posted
2025-07-15,Walmart,-106.61,Groceries,posted
2025-07-17,Amazon,-133.63,Shopping,posted
2025-07-18,Adobe Creative Cloud,-54.99,Software,posted
2025-07-18,Amazon,-163.47,Shopping,posted
2025-07-19,Chevron Gas,-56.31,Transportation,posted
2025-07-20,Power & Light Corp,-84.77,Utilities,posted
2025-07-20,City Water District,-49.15,Utilities,posted
2025-07-20,Global Telecom (Cell),-75.0,Utilities,posted
2025-07-20,Starbucks,-3.64,Coffee & Dining,posted
2025-07-20,Uber Eats,-51.59,Coffee & Dining,posted
2025-07-21,Shell Oil,-51.18,Transportation,posted
2025-07-21,Uber Eats,-56.83,Coffee & Dining,posted
2025-07-22,Walmart,-99.87,Groceries,posted
2025-07-23,McDonald's,-13.11,Coffee & Dining,posted
2025-07-24,Shell Oil,-45.44,Transportation,posted
2025-07-25,Gold's Gym,-45.0,Health & Fitness,posted
2025-07-25,Target,-96.8,Shopping,posted
2025-07-25,McDonald's,-13.84,Coffee & Dining,posted
2025-07-26,McDonald's,-9.02,Coffee & Dining,posted
2025-07-27,Starbucks,-7.66,Coffee & Dining,posted
2025-07-28,Starbucks,-5.3,Coffee & Dining,posted
2025-07-28,Uber Eats,-52.52,Coffee & Dining,posted
2025-07-29,Target,-30.62,Shopping,posted
2025-07-30,Amazon,-126.42,Shopping,posted
2025-08-01,Revonix Corp - Direct Deposit,2500.0,Income,posted

2025-08-01,Acme Properties,-1500.0,Rent,posted
2025-08-01,Walmart,-20.44,Groceries,posted
2025-08-02,Chevron Gas,-31.27,Transportation,posted
2025-08-02,Kroger,-81.27,Groceries,posted
2025-08-02,McDonald's,-13.98,Coffee & Dining,posted
2025-08-03,Uber Eats,-46.43,Coffee & Dining,posted
2025-08-05,Netflix,-15.49,Entertainment,posted
2025-08-05,Target,-35.08,Shopping,posted
2025-08-06,Amazon,-185.25,Shopping,posted
2025-08-07,Shell Oil,-47.2,Transportation,posted
2025-08-08,Uber Eats,-42.17,Coffee & Dining,posted
2025-08-08,Walmart,-92.37,Groceries,posted
2025-08-08,Uber Eats,-26.47,Coffee & Dining,posted
2025-08-09,Walmart,-68.71,Groceries,posted
2025-08-10,Spotify Premium,-10.99,Entertainment,posted
2025-08-11,Uber Eats,-40.16,Coffee & Dining,posted
2025-08-12,Walmart,-109.54,Groceries,posted
2025-08-12,Walmart,-39.44,Groceries,posted
2025-08-13,Starbucks,-7.62,Coffee & Dining,posted
2025-08-14,Target,-88.05,Shopping,posted
2025-08-15,Revonix Corp - Direct Deposit,2500.0,Income,posted
2025-08-15,GitHub Copilot,-10.0,Developer Tools,posted
2025-08-15,Chevron Gas,-51.47,Transportation,posted
2025-08-15,Starbucks,-8.38,Coffee & Dining,posted
2025-08-16,Target,-55.76,Shopping,posted
2025-08-16,Chevron Gas,-31.34,Transportation,posted
2025-08-16,Uber Eats,-38.68,Coffee & Dining,posted
2025-08-17,Shell Oil,-47.39,Transportation,posted
2025-08-17,Target,-66.88,Shopping,posted
2025-08-18,Adobe Creative Cloud,-54.99,Software,posted
2025-08-19,Chevron Gas,-47.89,Transportation,posted
2025-08-20,Power & Light Corp,-144.71,Utilities,posted
2025-08-20,City Water District,-34.25,Utilities,posted
2025-08-20,Global Telecom (Cell),-75.0,Utilities,posted
2025-08-20,Starbucks,-8.6,Coffee & Dining,posted
2025-08-21,Uber Eats,-48.41,Coffee & Dining,posted
2025-08-22,Walmart,-84.18,Groceries,posted
2025-08-23,Chevron Gas,-59.49,Transportation,posted
2025-08-23,Chevron Gas,-51.21,Transportation,posted
2025-08-24,Uber Eats,-48.4,Coffee & Dining,posted
2025-08-25,Gold's Gym,-45.0,Health & Fitness,posted
2025-08-26,McDonald's,-9.54,Coffee & Dining,posted
2025-08-27,Target,-67.88,Shopping,posted
2025-08-27,Uber Eats,-25.59,Coffee & Dining,posted
